timestamp,x,y,theta
1684870117.579313,766.007968393354,-326.2070511055048,-0.8417484805686501
1684870117.604085,766.1183386959822,-326.3307083704841,-0.8421124792902497
1684870117.629489,766.2317638559366,-326.45788642768423,-0.8424961047384766
1684870117.654266,766.3425904441364,-326.5822461661285,-0.8428770290114906
1684870117.679224,766.4544428646553,-326.7078540270078,-0.84326083152509
1684870117.704434,766.5676436149871,-326.8350753372567,-0.8436486354739693
1684870117.729677,766.6812296888729,-326.9628278411505,-0.8440302850546864
1684870117.754863,766.794795173424,-327.0906552104945,-0.8444111990542439
1684870117.779881,766.9076875673192,-327.2178218474798,-0.8447896209707287
1684870117.804366,767.0183243005957,-327.34254064729356,-0.845160080703738
1684870117.829236,767.1309004153948,-327.4695402220566,-0.8455297720470455
1684870117.85425,767.2442467251904,-327.5975045131568,-0.8459016790637996
1684870117.880031,767.3611224813407,-327.729553540893,-0.8462780839214351
1684870117.905741,767.4777278171174,-327.8613967384106,-0.8466534994063404
1684870117.930253,767.5890827897945,-327.98739433356536,-0.8470115224456813
1684870117.95562,767.7043574075086,-328.11792442691467,-0.847382058529618
1684870117.980713,767.8186043727404,-328.2473865074352,-0.847748715110543
1684870118.005674,767.9322866139325,-328.3763034070998,-0.848113470126393
1684870118.030647,768.0463403662977,-328.50573682993627,-0.848478552665713
1684870118.0554,768.1595869285205,-328.6343480368824,-0.8488405136687781
1684870118.08069,768.2754428890233,-328.76602084384683,-0.8492104306795623
1684870118.105988,768.3914213160353,-328.89793033314106,-0.8495771016104247
1684870118.130157,768.5026097269266,-329.0244812588152,-0.849927599987271
1684870118.15594,768.6213617457402,-329.159739967029,-0.8502911411612059
1684870118.180657,768.735239742607,-329.28953750795006,-0.8506363614623571
1684870118.205752,768.8510792900416,-329.4216624212069,-0.8509801878650213
1684870118.230297,768.9646128959644,-329.5512442551791,-0.8513132661302114
1684870118.255535,769.0812712575425,-329.6844845706599,-0.8516557430584455
1684870118.280435,769.1965227542883,-329.81620516554574,-0.8519836288654828
1684870118.305625,769.3130712859459,-329.9494964132147,-0.8523119285266424
1684870118.330952,769.4304431657604,-330.08381875744516,-0.8526420908715749
1684870118.355586,769.5447413561579,-330.2147065898858,-0.8529566439862276
1684870118.380907,769.6622663085868,-330.34937739565834,-0.8532799932427431
1684870118.405844,769.7780482426789,-330.4821362129345,-0.853598462577107
1684870118.430798,769.8941303020571,-330.61532394671707,-0.8539138821556593
1684870118.455336,770.008494676013,-330.74662222361184,-0.8542208285000349
1684870118.481031,770.1282907276276,-330.8842457411748,-0.8545422710373426
1684870118.506093,770.2455715777214,-331.01906513539427,-0.854855973145249
1684870118.531519,770.3646949473971,-331.156090648834,-0.8551743055503394
1684870118.556806,770.483224561511,-331.29252039968657,-0.8554909512593771
1684870118.581553,770.5994562292428,-331.42638896498755,-0.8558009308640983
1684870118.60622,770.7156110019866,-331.56025252720656,-0.8561100333495165
1684870118.631282,770.8338460493961,-331.69660002811537,-0.8564241865749385
1684870118.656377,770.9523741375904,-331.8333723811806,-0.8567388275089289
1684870118.681322,771.0703146864239,-331.96955280740383,-0.8570516380682017
1684870118.706904,771.1914724134655,-332.10953870641214,-0.857372536627772
1684870118.73194,771.3101662149865,-332.2467648640775,-0.8576866394953753
1684870118.756415,771.4262380657295,-332.38104301437494,-0.8579937500290896
1684870118.781678,771.546169204322,-332.5198747414789,-0.8583108015708949
1684870118.806818,771.6655384275904,-332.6581441671046,-0.8586263343017126
1684870118.831888,771.7845314360984,-332.7960655205414,-0.858940987269404
1684870118.856774,771.902690431821,-332.93310672042,-0.8592533579893137
1684870118.881875,772.0219241140601,-333.0714824906822,-0.8595684752707506
1684870118.906313,772.1380944645516,-333.2063868197852,-0.8598753175978686
1684870118.931389,772.2573370354428,-333.3449470179102,-0.8601901988246466
1684870118.956398,772.3762980240997,-333.4832678567541,-0.86050426080251
1684870118.981907,772.4975088786165,-333.62429605794466,-0.8608245758163955
1684870119.006273,772.6134231699683,-333.75924526156666,-0.8611306145393874
1684870119.031361,772.732826073647,-333.89834462892105,-0.8614457708976295
1684870119.056724,772.8534924963125,-334.0390065973614,-0.8617643805072334
1684870119.081982,772.9736964356922,-334.1792194513153,-0.862081694573405
1684870119.107014,773.0927658673928,-334.3181973748711,-0.8623961721353557
1684870119.132109,773.211976523046,-334.4574289389521,-0.8627113902540233
1684870119.157912,773.3345045296054,-334.60062890915617,-0.863035502856734
1684870119.182079,773.4492387136561,-334.7348025750254,-0.8633390653080967
1684870119.207146,773.5682822947349,-334.87410456407713,-0.8636539551100757
1684870119.232629,773.6891747195378,-335.01566174582314,-0.8639740487237003
1684870119.258046,773.8097076268259,-335.1568892329989,-0.8642933097896602
1684870119.283118,773.9284804028422,-335.29614317087476,-0.8646082153377559
1684870119.308529,774.0487306612353,-335.4372205233446,-0.8649273253016497
1684870119.333547,774.167160152813,-335.5762502235942,-0.8652415540843036
1684870119.358073,774.2831375916426,-335.7124863284994,-0.8655495500955608
1684870119.383234,774.4020743323615,-335.8522881294895,-0.8658655222840336
1684870119.408234,774.5200436715236,-335.9910410431482,-0.8661794204878833
1684870119.43363,774.6397392347409,-336.1319152915774,-0.8664982432355907
1684870119.458338,774.7560533244928,-336.2688958348373,-0.8668084031689193
1684870119.483637,774.8750233676296,-336.4090944463065,-0.8671259571239974
1684870119.508644,774.9924956044821,-336.54761608637796,-0.8674397950933006
